active_healthy_thr,auto_baseline,avg_active,avg_conf_gain,avg_mask_nz,avg_new,baseline_every_s,clahe_clip,clahe_tile_h,clahe_tile_w,dead_val,decay_pixel,decay_tile,delta_thresh,ewma_alpha,fps,frames,freeze_margin,global_min_edges,global_min_lap,grid_x,grid_y,healthy_deactivate,hot_val,init_min_score,limit_resolution,max_h,max_w,min_tile_area,ok,persist_mask_thr,persistence_hi,pixel_mask_decay,ratio_contr,ratio_edge,ratio_lap,score,seq_len,start_with_grid,trial,var_thresh,weather_on,yolo_conf,yolo_iou
0.16,0,0.0,0.0,0.0,0.0,240.0,-1.0,8,-1,15,0.96,0.97,12,0.1,3.836205676726254,120,0.81,0.113,15.8,8,6,30,238,0.7,0,800,640,256,True,0.51,0.85,0.969,0.73,0.56,0.57,0.0,40,0,176,1.95,1,0.39,0.56
0.09,0,0.0,0.0,0.0,0.0,120.0,-1.0,12,-1,8,0.96,0.97,20,0.22,3.790359997026551,120,0.89,0.042,32.4,8,6,50,238,0.95,1,800,800,256,True,0.68,0.75,0.968,0.82,0.57,0.52,0.0,20,1,177,1.99,1,0.24,0.56
0.15,0,1.3833333333333333,0.004931188817653391,0.0,0.10833333333333334,240.0,2.0,12,12,5,0.98,0.94,30,0.22,3.762730253534675,120,0.83,0.094,27.8,8,6,50,250,0.8,0,540,960,400,True,0.64,0.82,0.961,0.85,0.49,0.48,0.04163226107549335,30,1,178,1.96,1,0.2,0.47
0.23,1,1.6916666666666667,0.005104604986392789,0.0,0.08333333333333333,120.0,-1.0,8,-1,10,0.99,0.93,25,0.09,7.689223642386208,120,0.81,0.114,18.8,8,6,60,240,0.9,0,480,1280,400,True,0.63,0.75,0.953,0.7,0.64,0.45,0.0013023024931963908,40,0,179,2.73,0,0.21,0.51
0.08,1,3.2083333333333335,0.006779084220114682,0.0,0.041666666666666664,120.0,2.0,12,12,5,0.97,0.92,30,0.19,3.7341220340121306,120,0.88,0.035,12.0,8,6,60,238,0.8,1,480,960,600,True,0.72,0.89,0.988,0.75,0.45,0.6,-0.1153604578899427,40,1,180,2.24,1,0.24,0.45
0.15,0,0.0,0.0,0.0,0.0,240.0,2.5,8,8,15,0.98,0.97,25,0.22,3.785030910236588,120,0.91,0.097,10.2,8,6,60,245,-1.0,1,800,640,300,True,0.65,0.9,0.955,0.68,0.45,0.57,0.0,40,0,181,1.62,1,0.26,0.51
0.23,1,6.191666666666666,0.010252646605173747,0.0,0.08333333333333333,45.0,2.0,12,-1,15,0.95,0.89,15,0.1,3.7898864202281537,120,0.9,0.092,9.6,8,6,30,238,0.8,0,480,960,300,True,0.62,0.81,0.974,0.91,0.49,0.49,-0.2211236766974132,30,0,182,2.48,1,0.34,0.55
0.12,1,0.0,0.0,0.0,0.0,240.0,2.5,-1,12,5,0.97,0.95,15,0.08,3.823052297627812,120,0.9,0.09,39.4,8,6,20,250,-1.0,0,800,1280,256,True,0.67,0.84,0.97,0.65,0.56,0.51,0.0,40,1,183,1.41,1,0.25,0.5
0.23,0,2.4,0.0028821091560853854,0.0,0.05,240.0,2.0,8,12,8,0.99,0.92,30,0.19,7.7411248364312195,120,0.88,0.087,15.4,8,6,20,250,0.9,0,480,640,300,True,0.61,0.7,0.979,0.87,0.54,0.5,-0.06855894542195731,30,0,184,1.67,0,0.2,0.49
0.08,1,4.291666666666667,0.01901362364490827,0.0,0.06666666666666667,240.0,2.5,-1,8,5,0.98,0.91,15,0.24,3.720301446754428,120,0.83,0.066,20.4,8,6,50,250,0.8,0,480,960,300,True,0.58,0.64,0.935,0.93,0.62,0.45,-0.13840985484421253,30,1,185,1.79,1,0.35,0.52
0.18,1,3.191666666666667,0.0062144135228461685,0.0,0.058333333333333334,45.0,2.5,8,12,8,0.94,0.9,30,0.07,3.7481629166803443,120,0.89,0.077,20.4,8,6,20,250,0.9,1,480,800,256,True,0.66,0.75,0.982,0.65,0.58,0.49,-0.09814279323857694,30,1,186,3.22,1,0.23,0.54
0.13,1,0.0,0.0,0.0,0.0,120.0,2.0,8,8,15,0.94,0.96,12,0.16,3.8198171773777663,120,0.76,0.101,30.3,8,6,30,238,0.8,1,800,960,400,True,0.54,0.72,0.993,0.84,0.47,0.54,0.0,20,1,187,3.14,1,0.31,0.59
0.24,1,2.9166666666666665,0.009771010528008143,0.0,0.05,45.0,2.0,-1,8,10,0.98,0.91,30,0.16,7.822396112485015,120,0.87,0.049,15.3,8,6,20,240,0.9,0,480,1280,256,True,0.7,0.79,0.959,0.74,0.57,0.57,-0.09094782806932929,20,0,188,2.63,0,0.33,0.55
0.09,1,0.0,0.0,0.0,0.0,60.0,-1.0,12,-1,12,0.96,0.91,30,0.2,3.8162948726667385,120,0.75,0.078,38.5,8,6,60,245,0.95,1,720,640,300,True,0.62,0.72,0.96,0.93,0.46,0.65,0.0,30,0,189,2.03,1,0.36,0.51
0.23,0,5.675,0.005816473046110737,0.0,0.075,45.0,2.0,-1,8,10,0.95,0.88,12,0.1,3.7756021213073168,120,0.85,0.062,15.3,8,6,30,250,0.8,0,800,800,256,True,0.74,0.74,0.96,0.66,0.63,0.62,-0.20584176347694463,20,0,190,1.94,1,0.24,0.53
0.1,0,0.0,0.0,0.0,0.0,240.0,-1.0,8,12,5,0.95,0.93,30,0.08,7.918713893192146,120,0.78,0.042,31.8,8,6,20,240,-1.0,1,540,960,600,True,0.73,0.81,0.981,0.88,0.63,0.46,0.0,30,0,191,1.36,0,0.2,0.53
0.13,1,5.925,0.00796350267612272,0.0,0.10833333333333334,45.0,-1.0,8,12,8,0.99,0.92,30,0.19,3.6598576153311497,120,0.84,0.028,13.4,8,6,30,245,0.7,0,720,640,300,True,0.72,0.67,0.935,0.86,0.52,0.54,-0.18393491532860534,40,1,192,1.3,1,0.21,0.51
0.15,0,0.0,0.0,0.0,0.0,60.0,2.5,8,12,15,0.99,0.97,15,0.21,7.678502167179791,120,0.77,0.098,14.5,8,6,50,238,0.95,0,720,800,400,True,0.58,0.74,0.946,0.76,0.46,0.47,0.0,40,1,193,2.8,0,0.22,0.55
0.12,0,0.0,0.0,0.0,0.0,120.0,2.5,8,8,5,0.96,0.96,30,0.22,3.747816668560246,120,0.89,0.082,39.0,8,6,30,238,0.9,1,480,1280,256,True,0.63,0.88,0.971,0.8,0.59,0.62,0.0,30,1,194,2.25,1,0.32,0.45
0.24,1,3.158333333333333,0.0055759000695414,0.0,0.025,120.0,-1.0,8,12,10,0.95,0.92,30,0.06,7.59283750192813,120,0.91,0.032,15.4,8,6,60,238,-1.0,1,800,800,300,True,0.66,0.86,0.942,0.79,0.51,0.63,-0.13012871663189596,30,0,195,3.1,0,0.36,0.6
0.22,1,0.0,0.0,0.0,0.0,60.0,2.0,8,-1,5,0.96,0.98,25,0.25,3.7968436656791953,120,0.89,0.101,26.1,8,6,30,240,0.9,0,480,960,600,True,0.59,0.84,0.986,0.68,0.56,0.54,0.0,40,1,196,1.21,1,0.39,0.55
0.09,0,0.0,0.0,0.0,0.0,240.0,-1.0,8,8,5,0.99,0.94,15,0.17,3.764515141314583,120,0.82,0.086,25.8,8,6,60,238,0.95,1,540,800,400,True,0.7,0.68,0.95,0.93,0.63,0.48,0.0,20,0,197,2.12,1,0.2,0.48
0.17,0,0.0,0.0,0.0,0.0,45.0,-1.0,8,12,5,0.96,0.95,12,0.16,3.7654141923606996,120,0.88,0.114,36.7,8,6,60,240,0.9,1,480,800,256,True,0.51,0.78,0.99,0.82,0.47,0.51,0.0,30,1,198,2.49,1,0.34,0.49
0.2,1,7.041666666666667,0.01106551693752408,0.0,0.15833333333333333,240.0,-1.0,12,-1,10,0.95,0.92,30,0.13,3.6150433425769735,120,0.91,0.008,11.7,8,6,20,238,0.7,1,480,960,600,True,0.64,0.67,0.946,0.8,0.63,0.64,-0.18821724153123795,30,1,199,2.34,1,0.2,0.55
0.15,0,3.941666666666667,0.009271922976606423,0.0,0.10833333333333334,45.0,2.5,12,-1,15,0.98,0.9,25,0.1,7.2651935440194535,120,0.91,0.089,9.6,8,6,50,240,0.9,0,540,960,400,True,0.6,0.66,0.96,0.93,0.51,0.52,-0.0841140385116968,20,0,200,1.58,0,0.19,0.53
